tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,clean_text
Bringing my iPad in for surgery. Your prayers will be repaid in #SXSW Tweets. (@mention Apple Store w/ 4 others) {link},,No emotion toward brand or product,bringing my ipad in for surgery. your prayers will be repaid in #sxsw tweets. ( apple store w/ 4 others)
60% battery life on my iPhone and the conference is only just starting #sxsw,,No emotion toward brand or product,60% battery life on my iphone and the conference is only just starting #sxsw
Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,Positive emotion,brilliant and enlightening game mechanics presentation by from google #sxsw
"By looking around at SXSWi, you would think Apple was the only tech company in existence. #SXSW",,No emotion toward brand or product,"by looking around at sxswi, you would think apple was the only tech company in existence. #sxsw"
Successful #sxsw trip. Learned a ton. Lots of new insights / knowledge. New reading list / playlists. Wrote &amp; submitted a new iPhone app.,,No emotion toward brand or product,successful #sxsw trip. learned a ton. lots of new insights / knowledge. new reading list / playlists. wrote &amp; submitted a new iphone app.
Marissa Mayer demonstrating the google art project. Take a museum tour  without leaving home. Art for the masses. #sxsw,,No emotion toward brand or product,marissa mayer demonstrating the google art project. take a museum tour without leaving home. art for the masses. #sxsw
.@mention the iPad DJ is setting up at @mention #sxsw,,No emotion toward brand or product,. the ipad dj is setting up at #sxsw
RT @mention Google says reports about launch of Circles social network at #sxsw are incorrect {link} No launch today at any rate.,,No emotion toward brand or product,google says reports about launch of circles social network at #sxsw are incorrect no launch today at any rate.
Ipad everywhere. #SXSW {link},iPad,Positive emotion,ipad everywhere. #sxsw
"In #SXSW Ballroom D for @mention from @mention 
one seat reserved in the fourth row if anyone wants to join #HTXSW",,No emotion toward brand or product,in #sxsw ballroom d for from one seat reserved in the fourth row if anyone wants to join #htxsw
RT @mention Will Google Announce Its Own Facebook Clone? - Will #SXSW include an announcement of a product now code... {link},,No emotion toward brand or product,will google announce its own facebook clone? - will #sxsw include an announcement of a product now code...
"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (Cool)",,No emotion toward brand or product,"rt google to launch major new social network called circles, possibly today #sxsw (cool)"
Lets see if google gets sm right this time RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,,No emotion toward brand or product,lets see if google gets sm right this time rt google to launch major new social network called circles #sxsw
All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,iPad or iPhone App,Positive emotion,all packed! charging the ipad for a busy day/weekend ahead. also need to download the #sxsw apps for iphone/ipad!
RT @mention Apple gets kudos on how marketing should be done! #SXSW iPad 2 release. Pop up store in Austin TX  {link},Apple,Positive emotion,apple gets kudos on how marketing should be done! #sxsw ipad 2 release. pop up store in austin tx
Will someone buy my iPad v1 while I wait in line to get v2 tomorrow? #SXSW,iPad,Positive emotion,will someone buy my ipad v1 while i wait in line to get v2 tomorrow? #sxsw
"Yikes, reached a new level of Apple-fanboyism last night: literally fell asleep with a MacBook Pro, iPad 2, &amp; iPhone 4 on top of me. #SXSW",Apple,Positive emotion,"yikes, reached a new level of apple-fanboyism last night: literally fell asleep with a macbook pro, ipad 2, &amp; iphone 4 on top of me. #sxsw"
There are no hard feelings towards Google. @mention says they would make a great partner. #checkins #sxsw #pnid,Google,Positive emotion,there are no hard feelings towards google. says they would make a great partner. #checkins #sxsw #pnid
RT @mention I'll be at the #SXSW Apple Store tonight handing out stickers &amp; coupons for @mention DoDo Cases #iPad2,iPad,Positive emotion,i'll be at the #sxsw apple store tonight handing out stickers &amp; coupons for dodo cases #ipad2
Google is NOT launching any products at #SXSW {link},,No emotion toward brand or product,google is not launching any products at #sxsw
Great demo of #google maps from marissa Mayer. 3D views are amazing. More than 150m mobile users. #sxsw,Other Google product or service,Positive emotion,great demo of #google maps from marissa mayer. 3d views are amazing. more than 150m mobile users. #sxsw
#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,iPad,Positive emotion,#booyah! rt &lt;---- guess who won an ipad at the #unsix tweetup? thanks to &amp; #sxsw #happydance
Exploring the World in 3D with XML combines Google Earth w/ location of individuals to show where you've been over time. So cool! #SxSW,Google,Positive emotion,exploring the world in 3d with xml combines google earth w/ location of individuals to show where you've been over time. so cool! #sxsw
1 Lady Alice Apple + Siggi's Skyr = epic #sxsw snack,,No emotion toward brand or product,1 lady alice apple + siggi's skyr = epic #sxsw snack
".@mention of @mention on manufacturing serendipity- &quot;Having access to more information makes us more curious, not less&quot; #SXSW",,No emotion toward brand or product,". of on manufacturing serendipity- &quot;having access to more information makes us more curious, not less&quot; #sxsw"
Wonder what they'll have up their sleeves RT @mention #Google Launch New #Social #Network Called #Circles {link} #sxsw,,No emotion toward brand or product,wonder what they'll have up their sleeves rt #google launch new #social #network called #circles #sxsw
Apple unveils iCarRadio at South by Southwest: {link} #apple #sxsw {link},,No emotion toward brand or product,apple unveils icarradio at south by southwest: #apple #sxsw
"Oh, 'ware the Ides of March.  Location: {link}  #sxsw",,No emotion toward brand or product,"oh, 'ware the ides of march. location: #sxsw"
Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},,No emotion toward brand or product,wondering about circles? &gt; google to reveal a new social network at #sxsw
"No way! #atx #sxsw RT @mention Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!",,No emotion toward brand or product,"no way! #atx #sxsw rt just found out the apple pop-up store is scheduled to close on sunday, let's hope it is only a rumor!"
���@mention Black or white iPad?  #sxsw #iPad2�۝ that is the question....,,No emotion toward brand or product,��� black or white ipad? #sxsw #ipad2�۝ that is the question....
Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw,Google,Positive emotion,dennis crowley we'd love to work with google. they could benefit from working with us too. we're doing social well #checkins #sxsw
Best iphone mobile readable #SXSW interactive and film schedule site is...?,,No emotion toward brand or product,best iphone mobile readable #sxsw interactive and film schedule site is...?
Hmmmm... more oppty to get an iPad 2 while at #SXSW? {link}  - stop tempting me!!!  :),,No emotion toward brand or product,hmmmm... more oppty to get an ipad 2 while at #sxsw? - stop tempting me!!! :)
"Austin is getting full, and #SXSW is underway.  I can tell because my iPhone is an intermittent brick. #crowded",iPhone,Negative emotion,"austin is getting full, and #sxsw is underway. i can tell because my iphone is an intermittent brick. #crowded"
@mention @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW #Mashable {link},,No emotion toward brand or product,new #ubersocial for #iphone now in the app store includes uberguide to #sxsw #mashable
"@mention &quot;I've worked at Google for over 11 years, so I've seen a lot of evil.&quot; #qagb #sxsw",Google,Negative emotion,"&quot;i've worked at google for over 11 years, so i've seen a lot of evil.&quot; #qagb #sxsw"
RT @mention RT @mention Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - my #SXSW session this Mon 12:30pm {link},,No emotion toward brand or product,rt q&amp;a with google's &amp; bing's on ranking - my #sxsw session this mon 12:30pm
Time to switch to @mention on my iPhone so I can ZIP all the #sxsw chatter.,,No emotion toward brand or product,time to switch to on my iphone so i can zip all the #sxsw chatter.
RT @mention RT @mention Heard about Apple's pop-up store in dtwn Austin? Pics are already on Gowalla: {link} #sxsw [Pop-POP!],,No emotion toward brand or product,rt heard about apple's pop-up store in dtwn austin? pics are already on gowalla: #sxsw [pop-pop!]
"{link} RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",,No emotion toward brand or product,"rt &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky, #911tweets panel at #sxsw."
"RT @mention OH .. #vimeo: iPhone app submitted to store, will have smart upload to continue where left if service drops. #li #sxsw #video",,No emotion toward brand or product,"oh .. #vimeo: iphone app submitted to store, will have smart upload to continue where left if service drops. #li #sxsw #video"
Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,Apple,Positive emotion,temporary apple store will be a block from my office! can't wait to see the line tomorrow. photos to come... #sxsw #ipad2
Does anybody know where the apple pop-up store is? #SXSW,,No emotion toward brand or product,does anybody know where the apple pop-up store is? #sxsw
@mention Definitely Yobongo. Real time chat at #SXSW is going to be killer. {link},,No emotion toward brand or product,definitely yobongo. real time chat at #sxsw is going to be killer.
Updated: #HBS #StartupTribe meets at #SXSW Sat 3/12 4pm info--&gt; {link} - Drinks + @mention + students. Check back 4 changes,,No emotion toward brand or product,updated: #hbs #startuptribe meets at #sxsw sat 3/12 4pm info--&gt; - drinks + + students. check back 4 changes
#Sxsw fashion essential #13:  photo on iPhone with @mention @mention or @mention,,No emotion toward brand or product,#sxsw fashion essential #13: photo on iphone with or
"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw ~LB (via @mention",,No emotion toward brand or product,"google to launch major new social network called circles, possibly today #sxsw ~lb (via"
thx for sharing! RT @mention 21 free tracks on iTunes from #SXSW featured artists: {link} (via @mention,,No emotion toward brand or product,thx for sharing! rt 21 free tracks on itunes from #sxsw featured artists: (via
There at not even words for how much the wireless at #SXSW sucks.  Thank goodness for my iPhone.,iPhone,Positive emotion,there at not even words for how much the wireless at #sxsw sucks. thank goodness for my iphone.
"Panels on PR, cloud computing, Android design, iPhone design today. Hope to redeem my panel experience in one fell swoop #sxsw",,No emotion toward brand or product,"panels on pr, cloud computing, android design, iphone design today. hope to redeem my panel experience in one fell swoop #sxsw"
{link} Guy Kawasaki talks 'Enchanted' at SXSW - HE knows his stuff! #books #internet #Apple #sxsw,,No emotion toward brand or product,guy kawasaki talks 'enchanted' at sxsw - he knows his stuff! #books #internet #apple #sxsw
Apple selling the new Terp2it album? RT @mention Now more than 200 lined up for #SXSW Apple pop up store,,No emotion toward brand or product,apple selling the new terp2it album? rt now more than 200 lined up for #sxsw apple pop up store
And the biggest line at #sxsw?  To buy an iPad 2.  Every other compan has an open bar.,iPad,Positive emotion,and the biggest line at #sxsw? to buy an ipad 2. every other compan has an open bar.
Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw {link},Google,Negative emotion,google and bing page rank panel is ridiculously crowded. is al franken or justin timberlake here? #sxsw
#JustMet David from Beyond. We both had stories of guys making drunken ipad purchases at the Apple pop up store. #SXSW #whattechnerdsdodrunk,,No emotion toward brand or product,#justmet david from beyond. we both had stories of guys making drunken ipad purchases at the apple pop up store. #sxsw #whattechnerdsdodrunk
At a party being thrown by Google and the aclu...don't tell my dad. #sxsw (@mention Maggie Mae's w/ 78 others) {link},,No emotion toward brand or product,at a party being thrown by google and the aclu...don't tell my dad. #sxsw ( maggie mae's w/ 78 others)
"Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #22sxsw",,No emotion toward brand or product,"google to launch major new social network called circles, possibly today by via #sxsw #22sxsw"
"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.",,No emotion toward brand or product,"our cab driver is well prepared for #sxsw - he's got a laptop, a blackberry and iphone by his dashboard."
"Cool one, I'll be there. RT @mention #SXSW Friday at 5pm Doodle Google session.  {link}",,No emotion toward brand or product,"cool one, i'll be there. rt #sxsw friday at 5pm doodle google session."
"Note for next year: skinny tie, skinny jeans, wayfarers &amp; an iPad. Must have accessories for #sxsw",,No emotion toward brand or product,"note for next year: skinny tie, skinny jeans, wayfarers &amp; an ipad. must have accessories for #sxsw"
"Apple popup store! #SXSW  @mention Apple Store, SXSW {link} #photo",Apple,No emotion toward brand or product,"apple popup store! #sxsw apple store, sxsw #photo"
RT @mention This could be the first big news out of #sxsw... {link}  Google building new social framework.,,No emotion toward brand or product,this could be the first big news out of #sxsw... google building new social framework.
iPad 2 is sold-out and 70% were 1st time users #sxsw,iPad,Positive emotion,ipad 2 is sold-out and 70% were 1st time users #sxsw
"Jesus hockey mask?! I'm worse than I thought... #SXSW @mention Apple Store, SXSW {link}",,No emotion toward brand or product,"jesus hockey mask?! i'm worse than i thought... #sxsw apple store, sxsw"
#sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;,,No emotion toward brand or product,#sxsw waze is duking it out with google re: personalized mapping experience. friendly &quot;panel crashing&quot;
"Why yes, the google party *does* have glowing cups! #sxsw  {link}",Google,Positive emotion,"why yes, the google party *does* have glowing cups! #sxsw"
Close to front of #iPad2 line at #SXSW Apple popup store.,,No emotion toward brand or product,close to front of #ipad2 line at #sxsw apple popup store.
"Bereft wanderer. White cord, limp. Lifeless. There is no outlet for your iPhone here. #sxsw #poetry",iPhone,Negative emotion,"bereft wanderer. white cord, limp. lifeless. there is no outlet for your iphone here. #sxsw #poetry"
"RT @mention Austin, my pal @mention lost her phone, please help RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW Internet, please help.",,No emotion toward brand or product,"austin, my pal lost her phone, please help rt i left my white iphone 4g in a cab in austin at #sxsw internet, please help."
"Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}",iPad,Positive emotion,"apple opened a pop-up store at #sxsw for the release of the ipad 2, and it was quite a scene. geek power!"
I'm concerned about #Adobe; #Mint migrating #Flex to #HTML5 for #iOS and #Android mobile apps. #sxsw,,No emotion toward brand or product,i'm concerned about #adobe; #mint migrating #flex to #html5 for #ios and #android mobile apps. #sxsw
Marissa Mayer @mention : Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw via @mention,,No emotion toward brand or product,marissa mayer : google will connect the digital &amp; physical worlds through mobile #sxsw via
RT @mention Heading to Austin for #SXSW? The #LP Austin guide for #iPhone is free for a limited time {link} #travel,iPad or iPhone App,Positive emotion,heading to austin for #sxsw? the #lp austin guide for #iphone is free for a limited time #travel
"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) - did it happen #sxsw {link}",,No emotion toward brand or product,"google to launch major new social network called circles, possibly today (updated) - did it happen #sxsw"
"In the Google keynote, Marissa Meyer and some other guy are demoing some new mobile products.  #sxsw",,No emotion toward brand or product,"in the google keynote, marissa meyer and some other guy are demoing some new mobile products. #sxsw"
Win a free ipad 2 from webdoc.com #sxsw RT (awesome tech right here),iPad,Positive emotion,win a free ipad 2 from webdoc.com #sxsw rt (awesome tech right here)
{link} @mention new mobile app. Your store circulars via Android Blackberry iOS Even Austin &amp; #SXSW {link},,No emotion toward brand or product,new mobile app. your store circulars via android blackberry ios even austin &amp; #sxsw
@mention On the upside.... #SXSW does start today and the iPad 2 releases...,iPad,Positive emotion,on the upside.... #sxsw does start today and the ipad 2 releases...
How to improve website rankings: Advice from #Google and #Bing at #SXSW | Poynter. {link},,No emotion toward brand or product,how to improve website rankings: advice from #google and #bing at #sxsw | poynter.
Put the iPad down idiot! #SMComedyFyeah #SxSW,iPad,Negative emotion,put the ipad down idiot! #smcomedyfyeah #sxsw
Google's Marissa Mayer Says Location Is Everything   {link} via @mention #SXSW,,No emotion toward brand or product,google's marissa mayer says location is everything via #sxsw
#tech Meet The Guy Who Bought The First iPad 2 At The #SXSW Apple Pop-Up Store {link},,No emotion toward brand or product,#tech meet the guy who bought the first ipad 2 at the #sxsw apple pop-up store
{link} Go beyond Earth Hour this year by sharing positive actions with the world. Download the #EarthHour 60+ iPhone app. #SXSW,iPad or iPhone App,Positive emotion,go beyond earth hour this year by sharing positive actions with the world. download the #earthhour 60+ iphone app. #sxsw
Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},Apple,Positive emotion,apple = case study of great #mktg. at #sxsw they just showed everyone up again with buzz about the &quot;pop-up store&quot;:
@mention #@mention android dev meetup you say?? #SXSW #SXSW,,No emotion toward brand or product,# android dev meetup you say?? #sxsw #sxsw
I go to bars and get free drinks because I have an iPhone. #doesdroid #SXSW,iPhone,Positive emotion,i go to bars and get free drinks because i have an iphone. #doesdroid #sxsw
If I had $1 for every person holding his iPhone above his head to take a pic of this crowd....I would have several dollars. #SXSW,,No emotion toward brand or product,if i had $1 for every person holding his iphone above his head to take a pic of this crowd....i would have several dollars. #sxsw
whats the name of the song? {link} #imthetype iPad #imthetype #sxsw,,No emotion toward brand or product,whats the name of the song? #imthetype ipad #imthetype #sxsw
AmEx Teams Up With Foursquare {link} #GPS #SXSW #Social #commerce #credit #app #android #iphone #blackberry #viral #media,,No emotion toward brand or product,amex teams up with foursquare #gps #sxsw #social #commerce #credit #app #android #iphone #blackberry #viral #media
@mention the line at the temporary apple store here at #sxsw was unreal. Just walked by on my way to the convention center. #ipad2,,No emotion toward brand or product,the line at the temporary apple store here at #sxsw was unreal. just walked by on my way to the convention center. #ipad2
Planzai app featuring the official British Music schedule now on android market! {link} #sxsw,Android App,Positive emotion,planzai app featuring the official british music schedule now on android market! #sxsw
Google to Launch Major New Social Network Called Circles --{link} #sxsw,,No emotion toward brand or product,google to launch major new social network called circles -- #sxsw
Need an iPad? You can get one at the #Apple pop-up store at #SXSW! {link},,No emotion toward brand or product,need an ipad? you can get one at the #apple pop-up store at #sxsw!
"First up: iPad Design Headaches (2 Tablets, Call in the Morning). #SXSW #tapworthy",iPad,No emotion toward brand or product,"first up: ipad design headaches (2 tablets, call in the morning). #sxsw #tapworthy"
RT @mention umm that would be @mention ���@mention I keep winning shit! Thanks @mention for the killer iPad case. #sxsw�۝,iPad,Positive emotion,umm that would be ��� i keep winning shit! thanks for the killer ipad case. #sxsw�۝
Mad mad lines still at the #SXSW Apple pop up store here in Austin #ipad2,Apple,Negative emotion,mad mad lines still at the #sxsw apple pop up store here in austin #ipad2
#MarissaGoogle Getting ready for the next panel: Google's Marissa Meyer Presents (VP Consumer Prods) #SXSW,,No emotion toward brand or product,#marissagoogle getting ready for the next panel: google's marissa meyer presents (vp consumer prods) #sxsw
RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW + the #iPad2 launch {link},,No emotion toward brand or product,rt it's not a rumor: apple is opening up a temporary store in downtown austin for #sxsw + the #ipad2 launch
"OK, I definitely need an iPad 2 #SXSW #gadgetenvy",iPad,Positive emotion,"ok, i definitely need an ipad 2 #sxsw #gadgetenvy"
{link} via @mention pretty neat database I must say.  does it work on my #android we shall see. #sxsw #party #free,Android,Positive emotion,via pretty neat database i must say. does it work on my #android we shall see. #sxsw #party #free
Learning about the future of search from @mention &amp; @mention Creepily social and awesome. #SXSW,,No emotion toward brand or product,learning about the future of search from &amp; creepily social and awesome. #sxsw
The best!  RT @mention Ha! First in line for #ipad2 at #sxsw &quot;pop-up&quot; Apple store was an event planner #eventprofs #pcma #engage365,iPad,Positive emotion,the best! rt ha! first in line for #ipad2 at #sxsw &quot;pop-up&quot; apple store was an event planner #eventprofs #pcma #engage365
@mention Where is the temp #apple store at #sxsw?,,No emotion toward brand or product,where is the temp #apple store at #sxsw?
"Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes",,No emotion toward brand or product,check out designing ipad interfaces - new navigation schemas at sxsw. #sxsw #uxdes
"RT @mention Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi",iPad or iPhone App,Positive emotion,"helping you clean up and organize all of your news/content, does a great job for you #ipad owners. #sxsw #sxswi"
"Anyone know an iPhone twitter app that will search for hashtags only from those that you follow? I don't always want all #SXSW, only some.",,No emotion toward brand or product,"anyone know an iphone twitter app that will search for hashtags only from those that you follow? i don't always want all #sxsw, only some."
"It's about that time. Time to restock business cards, charge the iPad/cell phone/camera, set alarms, &amp; sleep off the day's #SXSW overload.",,No emotion toward brand or product,"it's about that time. time to restock business cards, charge the ipad/cell phone/camera, set alarms, &amp; sleep off the day's #sxsw overload."
"Craziness... #iPad2 #SXSW @mention Apple Store, SXSW {link}",,No emotion toward brand or product,"craziness... #ipad2 #sxsw apple store, sxsw"
"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",iPhone,Positive emotion,cool! that means we can watch ustream in skyfire browser on iphone :-) (safari doesn't work) have fun! #sxsw
Great presentation: Touching Stories: Designing Digital Magazines for the iPad {link} #sxsw,iPad,Positive emotion,great presentation: touching stories: designing digital magazines for the ipad #sxsw
Really tempted to get the iPad 2 #sxsw,iPad,Positive emotion,really tempted to get the ipad 2 #sxsw
Apple brought touch UI to the masses and I'm listening to 2 Microsoft guys talk about it. #sxsw,,No emotion toward brand or product,apple brought touch ui to the masses and i'm listening to 2 microsoft guys talk about it. #sxsw
Extra iPad 2 for sale in Austin convention center who wants one? {link},,No emotion toward brand or product,extra ipad 2 for sale in austin convention center who wants one?
"RT @mention google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW",Other Google product or service,Positive emotion,"google hotpot= yelp killer? very impressive integration, personalized recommendations, and really fast #sxsw"
"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,Positive emotion,"very timely #sxsw rt bing's search engine share continues to rise, up to 13.6%. google still tops at 65.4%"
"���@mention If I show up at #sxsw with my 1st gen iPad, will they still let me in the door?�۝ ( Too funny Tim!! )",,No emotion toward brand or product,"��� if i show up at #sxsw with my 1st gen ipad, will they still let me in the door?�۝ ( too funny tim!! )"
If u're at #sxsw don't u have cooler things to do? RT @mention 10:30 AM line at Apple pop-up store. It opens at 5 PM. #sxsw {link},Apple,No emotion toward brand or product,if u're at #sxsw don't u have cooler things to do? rt 10:30 am line at apple pop-up store. it opens at 5 pm. #sxsw
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,,No emotion toward brand or product,wondering about street closures during sxsw? we made a google map to show you: #sxsw #austin
"The New @mention for the Android 3.0 is so great, can't wait to use it during #sxsw !",Android,Positive emotion,"the new for the android 3.0 is so great, can't wait to use it during #sxsw !"
Just interviewed Mike Tyson in a makeshift boxing ring #SXSW about his upcoming iPhone game that will let you fight Pauly D and other celebs,,No emotion toward brand or product,just interviewed mike tyson in a makeshift boxing ring #sxsw about his upcoming iphone game that will let you fight pauly d and other celebs
RT @mention Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #openexhibits #sxsw,iPhone,Positive emotion,tim soo's invisible instruments are jaw dropping. iphone+wii controller. #openexhibits #sxsw
Fluffy @mention seen @mention party last night with @mention &amp; @mention camera  {link} #sxsw #sxsi,,No emotion toward brand or product,fluffy seen party last night with &amp; camera #sxsw #sxsi
Hanging out in the Hilton lobby in downtown Austin. Stop by and say hi and check out the Android controller for #Sonos. #SXSW,,No emotion toward brand or product,hanging out in the hilton lobby in downtown austin. stop by and say hi and check out the android controller for #sonos. #sxsw
"RT @mention ���@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝ Circles are 'closed' #weak",,No emotion toward brand or product,"��� google to launch major new social network called circles, possibly today #sxsw�۝ circles are 'closed' #weak"
Just picked up white iPad 2 Pop up Apple Store #SXSW,,No emotion toward brand or product,just picked up white ipad 2 pop up apple store #sxsw
"Google event: one drink tricket, small amount of food. @mention event: open bar, open taco truck #JustSaying #SXSW",,No emotion toward brand or product,"google event: one drink tricket, small amount of food. event: open bar, open taco truck #justsaying #sxsw"
Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},Google,Positive emotion,best photo booth so far at google's league of extraordinary h4ckers! #sxsw
I think I'm the only one @mention #SxSW with an iPhone 3,,No emotion toward brand or product,i think i'm the only one #sxsw with an iphone 3
@mention Hey! Y'all have anyway to get text updates?? I don't have a cool pocket google machine phone #sxsw,Google,Positive emotion,hey! y'all have anyway to get text updates?? i don't have a cool pocket google machine phone #sxsw
"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",,No emotion toward brand or product,"breaking: apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;o-facetime&quot;. #sxsw"
"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",iPad or iPhone App,Negative emotion,"found the app kyping my iphone's geolocation &amp; not releasing when in background. need a patch, #batterykiller #sxsw"
I like it RT @mention @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky #911tweets panel #SXSW.,Google,Positive emotion,i like it rt &quot;google before you tweet&quot; is the new &quot;think before you speak.&quot; - mark belinsky #911tweets panel #sxsw.
To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,iPad,Positive emotion,to kick off #sxswi is giving away an ipad 2... just visit the fb page to enter: #sxsw
Awesome! RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},,No emotion toward brand or product,awesome! rt download 20+ free tracks from the #sxsw music sampler available on the store today!
Of course the seo Q&amp;A w/ google and bing panel is packed..yet they put it in a tiny room. #sxsw,,No emotion toward brand or product,of course the seo q&amp;a w/ google and bing panel is packed..yet they put it in a tiny room. #sxsw
#sxsw=appreciation for Twitter. My account has never seen such action (from me). iPhone battery now dead. Found an outlet. #backinbusiness,,No emotion toward brand or product,#sxsw=appreciation for twitter. my account has never seen such action (from me). iphone battery now dead. found an outlet. #backinbusiness
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,Negative emotion,"i'm up to 2 ipad 2s seen in the wild. both people say it is fast, but the still pics are terrible. #sxsw"
Toddlers on iPad *get* direct interaction of content. Don't get trapped in metaphors &amp; hacks. @mention #tapworthy #sxsw,,No emotion toward brand or product,toddlers on ipad *get* direct interaction of content. don't get trapped in metaphors &amp; hacks. #tapworthy #sxsw
N3: A Slap in the Face {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #necro,,No emotion toward brand or product,n3: a slap in the face [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #necro
Love it . RT @mention From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Apple,Positive emotion,love it . rt from #apple to naomi campbell: pop-up stores are all the rage: #sxsw
The #SXSW iPhone app is mocking me. Like I have the money to be there - COME ON.,iPad or iPhone App,Negative emotion,the #sxsw iphone app is mocking me. like i have the money to be there - come on.
@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,,No emotion toward brand or product,#sxsw prompt for memory: go to google map and describe a childhood walk
FedEx Trucks keep arriving as TV crews interview people in line for first iPad2 at #SXSW PopUp Apple Store.  {link},,No emotion toward brand or product,fedex trucks keep arriving as tv crews interview people in line for first ipad2 at #sxsw popup apple store.
@mention ���@mention Does the pop up Apple store in Austin still have iPad2 in stock? #lazyweb #SXSW�۝,,No emotion toward brand or product,��� does the pop up apple store in austin still have ipad2 in stock? #lazyweb #sxsw�۝
"&quot;we do not want your undivided attention, so please take out your mobile phones and iPad 2s&quot; - @mention  #SXSW #LeanStartup",,No emotion toward brand or product,"&quot;we do not want your undivided attention, so please take out your mobile phones and ipad 2s&quot; - #sxsw #leanstartup"
The Google Tv to IPad App: the connected tv experience talk was super rad! #sxsw #sxsw11,iPad or iPhone App,Positive emotion,the google tv to ipad app: the connected tv experience talk was super rad! #sxsw #sxsw11
#SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).,iPhone,Negative emotion,#sxsw go let's you rate &amp; review sessions (although the experience on the iphone is a bit torturous).
Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link} via @mention,,No emotion toward brand or product,get a look at #sxsw's rumored #apple &quot;pop-up&quot; store in austin: via
prepping up for #sxsw aka &quot;Nerds Gone Wild&quot; - here's a list of all the parties thanks @mention {link},,No emotion toward brand or product,prepping up for #sxsw aka &quot;nerds gone wild&quot; - here's a list of all the parties thanks
